comment,label
가세연에서 정규재 위장보수 분탕이라고 좆나깜 ㅋㅋㅋㅋㅋ?,0
이봐요 미친놈씨,0
여자들 물뽕 처먹여 강간하고 동영상 찍은게 죄가 아니었구나 ㅋㅋ버닝썬이  중국 삼합회 자금 세탁소라면서?,0
키 170 27살 따먹은여자 23명 ㅁㅌㅊ?,0
막상 마주치면 쫄보 새끼 마냥 쳐다도 못 볼 새끼가 조디만 살아가 ㅋㅋㅋ,0
저런 도로에서 정차 하는거 봤냐? 당연히 저상황이면 4p가 아니라 브렘보 조상님이 와도 못세움. 내말은 최소 50키로 이상은 달릴꺼라고 가정하고 같이 도로를 공유하는건데. 시발럼아 그리고 저 사고는 차간거리가 문제가 아니야. 정차가 불가능한 도로에서 선건데 씨발. 참고로 블박차도 무적권 과실은 잡힘. 내가 말하는 적당함이라는건 사회적으로 용납이 가능한 암묵적인 룰 같은거지,0
거짓말아니고 소방관들 저런거 존나 흔하다내가 입 털어도 몇 명 구속되겠네개방관들 진짜 개새끼들임,0
박정희만세 문재인 개새끼 김대중씨발새끼 전라도 폭동,2
빠따로 전신마사지해주는데 모든사람들이 너무 기분좋았는지 엎드려서 잠만자더라,0
1절만해라 짤게에 또 글올리지말고 ㅋㅋㅋ,0
와 근데 너가 만약 짤같은 상황에서 성공하면 존나 꼴릴것같다.,0
극혐이노 ㅅㅂ ㅋㅋㅋㅋ,0
공지이잉 ㅅㅂㅋㅋㅋ,0
시스템은? 다 지 좆꼴리는대로 무법천지지,0
일베새끼들은 그냥 무식한거 맞네 ㅋㅋ,0
 내가 시키는거 가능? 닭 병신 종북짓한 병신 ㅇㅇ 해봐 ㅋㅋㅋ,0
꺼져라 씨발 검머외 새끼들아,0
나도 존나맛없어서 다 버리고 햄버거 시킨거 리뷰 올린적 있는데? 내꺼 찾아서 보내도 레전드겠노ㅋㅋㅋㅋ씨발 맛없는 음식점은 다 장사접고 나가 죽어야함,0
눈주변 시컴한 인간들치고 정상인 없더라 ,0
대가리를 밟혀봐야 정신드는 유형,0
왜 연돈만 저지랄이냐? 예전에 그 튀김덮밥집도 존나 칭찬했는데 거기도 줄서냐,0
전라남도 안정권 홍어새끼 좆이나 빠는새끼가 가세연을 까노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
선동질  당하는  니네가  불쌍타 ㅠ,0
 제발 못배운티좀 내지말아라,0
아니 시발 이걸 정보라고,0
 자원으로 연명하는 나라라서 교육수준이 ㄱㅆㅎㅌㅊ임,0
 개븅신 저능아는 너고 이 병신 새끼야 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
딴따라들 노가다 딱한번 뛰고오면 자살같은건 배부른걸 느낄건데,0
어차피 여자는 성공한 남자의 전리품에 불과하다 ,0
뚜렛사슴 ㅁㅊㄴㅋㅋㅋㅋ 잘봤다 나도 주위 눈치가보여서그렇지 일본여행가고싶어 죽겠다 추운날 온천담그고싶노,2
개새끼가 처음에 잠복한거 다 알아보고 할수없이 놀아주는거네 ㅋㅋ속으로 하...저병신년 또 저지랄이네 했을듯 ,0
젖탱이는 인정   자연산에 크기도 존나 크고 모양도   문제는 면상,0
버러지들,0
우주의 기운이나 받아라 멍충아,0
한번씩 바람쐬러 일본가는 데 일본 가보니깐 동네마다 복싱 체육관이 있더라 오사카 나니와구 가니깐 존나 후미진 공단에도 복싱체육관있음 진짜 울나라 80년대 쓰던 파랑색 날개 처 돌아가는 선풍기 하나 달린 개거지 같은 체육관에서 복싱하고 있는 거 봤다 개쪽바리 새끼들보면 복싱 엄청 좋아하는 듯복싱만화도 많고 이렇게 복싱 씹덕들이 많으니 발달 할 수 밖에 없는 것 같은데 그래봤자 뭐하냐핵폭탄 처 맞고 살가죽 녹아내린 새끼들인데,0
응 결혼해서 애낳는순간 칼각이고 지랄이고 그런 습관 다 없어짐.  돌아서면 아기가 씨발 다 해쳐놓는데 무슨 정리는 얼어죽을 정리,0
강사도 누구나 함 주둥이만있으면,0
 진이 과거에도 대놓고 욕했으면 질투로 안보고 열등감으로 안봄 아직도 이해안됨?ㅋㅋㅋㅋㅋㅋ,0
운지햐라,2
아 이 개병신새끼씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
전라도 홍어년놈들이 주는 거 사주는 거 사양하고 안 먹는 게 가장 안전하다,2
거기서는 남자들이 디엠보내고 따먹음 ㅇㅇ 너 얼굴이 1차적 공략법이지 다른 방도는 없음 걸레들이 외모 더 따짐,0
저런애들이 아다랑 스시녀 찾았던 거냐?,0
 하며 뒷짐지고 싸우는척 하는 웰빙 샛끼들 천지 삐까리란다.,0
저 상황에서 남 목숨 챙기는 병신새끼도있냐 ㅋㅋㅋㅋㅋㅋㅋ,0
ㄹㅇ 똑같은 업무지시를 해도 사람 진짜 존나 빡치게 만드는 재주가 있음,0
어째 재네들은 제대로된 놈이하나없어,0
걍 니뽕끼리 전국체전이나 해라 ㅋㅋ,0
틀딱이네 --- 먹을 나이 됐다,0
느개비 인증해라 엠생충새끼야 ㅋ빤스충 엠창새끼 ㅋ,0
장관 임명권은 대통령한테 있는데 저딴 종이조가리가 뭔 ㅋㅋㅋ 틀니 다 뽑아버릴라,0
이란이 통제 당하고 있어서 시위하나 안날거라던 병신새끼들 어디갔노,2
철대패로 저놈들  흑두 네알 싺싹 밀어서모래밭에 파묻고 싶다가능하다면 동작동가서 두개골도 빠사버리고 싶음,0
근데 찍어도 7등급 나오기 힘들다던데어케 해야 7등급 나오냐 ㅋㅋ씨발 그것도 대단하다,0
그래도이새끼..어느정도 친구에뜻을이해햇는지.. 친구들한테 그간미안햇다고 단톡날리며 집들이할테니 와달라고함..,0
남편이 스시남이더만,0
7등급은 가르쳐서 되는 게 아님. 그냥 멍청한 학생이 안배우는 거임.그리고 그 전에 문과 1등급 vs 이과 7등급 이랬던거 보면 그냥 이과부심 부리면서 주제모르고 나대는 병신일 듯.,0
ㅅㅂ 인구가 준다는데 수도권에 더 많이 살아. 좀 갈사람은 나가라. 특히 586세대들,0
아니 메시 허락은 안받고 아버지 허락을 처받고있냐 미친 양아치 새기네,0
미친 짱깨년이 양키스 비니쓰고다니네 ㅋㅋㅋ,0
레아 미만잡 ㅋㅋ총밖에 못쓰는년이 공주지위 하나로 오더존나내림,0
그래서? 잘생겼으니 인기끈거고 정치병 유투버도 아니고 지 능력으로 뜬건데 질투라도 해주길 바라냐?ㅋㅋㅋ,0
능지 병신들임 ㄹㅇ,0
김일성이 중국말 러시아말을 하는 조선족짱깨라메?? 그거 보고 충격먹음 시발 지금 우리가 중국이랑 싸우고 있다는 거자나,0
결제한세끼들도 다 잡아족쳐야지,0
"몽골한테 ""최근에"" 250년간 지배당하고 집단강간을 당했는데 동양피가 하나도 안섞였다고 쌩어거지 떠는 초졸또라이보소 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ. 니가 말하고도 너무 어거지라 좀 부끄럽지?? 엌ㅋㅋㅋㅋㅋㅋ",0
씨벌련이 닉변하고 아침에 올린거 토씨하나 안바꾸고  그대-로 좆중복 조져버리네 씨벌련아 ㅁㅈㅎ,0
이참에 그년 보지나 용접해 버리자,0
곧 남자가 혼자 다 하겠네 ㅉㅉㅉ,0
술먹고 판사새끼 죽여도 무죄,0
와  최대1만명 수준이면 최소 몇천은 될것같은데....다 잡아서 콩밥은 무슨 자지다썰어야됨.,0
홍어들은 씨를 말려야함 ,2
니 애가 불쌍타너욕하는게아니고 진심임애는 뭔죄냐,0
와 이젠 일베할떄 위도 살펴봐야겟네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ경찰이 수습한다고 폰 주웟는데 일베틀어져있으면 ㅈ되겟다 ,0
난 저러면 좆진지하게 말그대로 답변을 해줌,0
씨이발,0
일베는 뭐든지 다 깜 그냥 아가리로 까기만함 ㅋㅋㅋㅋ거기까지 만함 ㅋㅋ 행동 일절 노노 ㅋㅋㅋ,0
죽여버려야지 저런놈은,0
진짜 본인애니보고 딸치게 생긴 씹덕 얼굴상 얼굴깐글에 욕도 박을수있으니 김치응딩이 ㅅㅌㅊ,0
아가리가 왜저렇냐,0
난 재미교포 크리스리 그년은 진짜 느끼면서 하는년임,0
복싱에선 여태 일본이 많이  쳐발렸다..,0
세스코도 졵나 감당안되는곳은 그냥 물건 싹다버리라거나 포기함,0
엑소 중국놈들이 통수쳐서 그후로 sm에서 중국국적 제대로 안키우더만.  아무튼 아이돌 산업 그거 생 구라 아니냐. 저 새끼들 중에 안쳐대고 다니는 놈 없을걸.  저런데 돈 쓰는게 병신호구지.  유사 연애감정으로 돈 버는 주제에 한번에 임신에 결혼까지 해버리네.당연 팬들 입장에선 빡치지.  아무튼 이런걸 알아서인지 제대로 된 남자는 딱히 좋아하는 연예인 없음.,0
이거  ㅇㅂ 주는새끼들좆뉴비새끼들이냐? 본거 또보고 또보고 꾸준히 쳐 올리네.좆망 병신 사이트 ㅉ,0
니 꼬치다ㅋㅋㅋ,0
꼬시다 꼬수워노가다 세끼들 제발 좌파해라 쪽팔린다,0
땅콩  사무장양반   중간에   낑기게  한게  더얄미움,0
어휴 조선 새끼들은 그저 꼬투리 잡는건 기집이나 사내 새끼들이나 똑같다. 왠만하면 하는게 용접이니  비유를 한거 가지고 아직도 이지랄들을 하고 자빠졌네,0
개소리ㅁㅈㅎ,0
좀 그만해라 씨발새끼들아ㅋ,0
기승전 베들베들 목적에 충실한 벌레구더기,0
나잇값 못하는 발기부전 땅꼬마,0
씨발년아 웃겨?,0
주민들한테 삽으로 머리를 내리 찍혀야 정신을 차릴려나,0
그 연장선에서 박사모틀딱을 다 죽여야 그게 보수가 사는 가장 중요한거임 ㅋㅋ 설명하자면 길어지는데 암튼 틀틀거리는거는 잘못 아님,0
저기 올라오는거 99프로가 소설인데 그걸 또 사실인냥 믿고 퍼오는 새끼는 뇌가 있는새끼냐 이런새끼가 민좆당 뽑는 새끼들임 ㅁㅈㅎ,0
좆병신 새끼면 담부터 너한테 지랄 못한다,0
베댓 댓글은 틀딱일베라며 욕함,0
책읽어주는것도아니고 지식니열해서 별로든데 . 애도 홍어아니냐,2
도끼로 마빡을 걍. ...,0
<포춘(Fortune)> 하면 가장 먼저 떠오르는 것은 매년 발표되는 ‘미국 상위 500대 기업’  ‘세계 상위 500대 기업’ 등의 기업 순위일 것이다 --------------> 벌레들 포춘 모를까봐 직접 복 붙 한다.. 정말 우리 나라는 최고다라는 말도 부족하다,0
입만 벌리면 구라.,0
이로서 신라젠은 백퍼네 유사시민새끼가 설쳐되는 이유도 나왔고,0
시발 이제 만물 김무성이냐  좌파 새끼들 만물 이명박과 똑같노,2
조선 수준나옴 힘들게 일하면 대우받는게 당연한건데,0
아줌마? ㅋ 어캐 됨? ㅋㅋㅋ 아직 이야? ㅋㅋㅋㅋㅋㅋㅋㅋ 또 빤스런 ? ㅋㅋㅋㅋ,0
잠바? 틀딱 ㅇㅂ,0
좆문가 맞아여...,0
벙.신같은게 프로토가 어째 단폴만되냐?개.벙신아 무슨 사설하냐?,0
끝난건아는데 다시보고또보고 이지랄하길래요..,0
니 아들래미가 술쳐먹고 아이들 치고 뺑소니 치는건데 실행 불가능한거 아니냐?,0
외국기자들은 자기한테 관심 좆도 없는거 아니까김치기자들 어딨나 찾아보고있노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
러시아인을 동양계라는 병신년은 진짜 처음 본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
지랄 10만원은 해야지,0
지네엄마 소개하고잇노 ㅋㅋㅋ,0
내용에 돈벌이 내용이 나오길래..선정도가 아니라 그거도그냥 범죄니까 사장새끼 18년형,0
키스해서 빼줘야자,0
길냥이가 살아봤자 얼마나살겠노.ㅠ 잘해주진 못해도 괴롭히진말자 게이들아 ㅠ,0
일베에서 틀딱거리는 새끼들 = 전라도 대깨문 평균나이 50대이상지들이 노인인 줄 모르고 애들 노는데서 틀틀 거리는 거 존나 웃김ㅋㅋ,0
창렬이노,2
 평균 학력 고졸따리  양아치 새끼들 상대하려니까 개빡쳤나보네,0
중하위권은 일본애들 많이 꼽아주고 좁밥 좀 많았음,0
괴물 같은 소리한다데모 안 하고 공부하면 괴물이냐?ㅋㅋㅋ,0
그말도 맞지  상류층의 개보지와 하층민의 처녀가 동급수준으로 귀하니까,0
그래도 좌제동은 성공회대 신방과로 세탁했으니,0
진짜 자한당은 하는게 없는 허수아비 정당 쓰레기 좆같은 새끼들 밥버러지 ,0
딱짱깨럽게생걌네,0
걍 부산앞바다에 빠져서 죽어라 왜 사냐?? 어휴,0
시계 보는 게 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋㅋㅋ,0
야 사업 다 접고 그냥 실업자 되라그래 뭔 씨발 취직을 시켜줘도 지랄이냐?,0
저열한 민족성   미국 이승만 박정희라는 변수가 있어서  본래  민족 모습을 잠시 벗어난거였지   원래 우리 민족 본 모습은 북괴임     다시 그길로 가는게 보이잖아,0
사악한년,0
내 비번은 비스무리하지만 사이트마다 대문자 숫자 특수문자 조합 요구하는곳이 있어서 존나 헷갈림그래서 오랫만에 들어가면 이메일로 비번 다시 설정함. ㅋㅋㅋㅋ,0
민주당이 압승인데 왜 이런걸로 지랄인지....,0
베충이들 점심때 팀장들 한테 조인트 까일듯,0
SUV는 얌체인거고 애초에 블박새끼가 안전거리 미확보에다가 앞차 갑자기 브레이크등 들어왔는데 넋놓고 있다가 박은거잖아고속도로에서는 앞차 브레이크 들어오면 이게 풀브레이크인지 그냥 병신처럼 밟은건지 구분이 안 가니 긴장타고 있어야 한다그래서 안전거리 100km/h당 100m가 필요한거고 블박새끼가 뒤집어 쓰는거임 이건,0
와 이건뭐 진짜 제정신인가 ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좆나하찮게생겨서 너무기엽다 ,0
 지들이 무식한건 지들 잘못이지 왜 남들한테 그 잘못을 씌우냐고 시발아,0
인생 ㅈㄴ 불쌍하다 흙수저..ㅠ,0
저런 새끼들때문에외동이나 형제만 있는 놈들이남매들은 저럴꺼라고 개같은 상상을 하지. ,0
느금마개보지,0
저새끼 복근은 왜 저런거임??,0
일관성있게 지랄하면 훈장이라도 달아주냐,0
 1) 민좆당 110% 지지 & 지원 받았고,0
기레기들아!,0
근데 그건 팩트임ㅋㅋ 팩트에 ㅂㄷ거리는 조센1징들,0
 일베좌파임.,0
속보!!!!!!!!!!!!!!!!!!긴급!!!!!!!!!!!!!!!!!!단독!!!!!!!!!!!!!!!!!!!세계 최악의 열등하고 좆미개한 후진국 쓰레기 인종 죠샌징들은 집단학살이 정답임 ㄹㅇ ,0
지잡도 급이 있다 게이야,0
그래서 자지짜르고 한국와서 에이즈퍼뜨리고 돈벌고가는건가? 태국년들 뭔가 김치녀와 성격이 너무달라서알고보니 남자새끼들이었군,0
사망교회,0
모르면 배우고가라 병신아이슬람 역사 상식선에서 다 아는거라고? ㅈㄹ마 병신아그럼 니가 팔레비왕조에 대한 의견을 설파해보던가 ㅅㄲ야,0
05게이인데.해빔소스 못무봐따...,0
이쁜 김치녀인거 빼고는 상대가 안됨 ㅋㅋ현우진 저사람 스탠퍼드 수학과 ㅋㅋㅋㅋㅋ,0
 뭐 현장출동직도 존나 큰 화제 없으면 족구나 차는 개꿀직이고 ,0
다들 속으로 똑같이 생각하면서 아닌척 정의감에 불타느척 해야 사회적 으로 형성된 공감대에 어울린다 생각하는거지 ㅋㅋㅋㅋ 위선자 새끼들  지 새끼 용접공 시킬려고 하면 기를 쓰고 반대할 새끼들이 누구보다 용접공을 무시하지만 그렇지 않은척,0
니 수준 드러내지 말고 ,0
좌파는 그냥 북한 보내서 김정은 충성하며 '인민'으로 사는게 딱 맞는 수준이다.,0
 군대 가기 전에 군대 존나 두렵잖아,0
말한놈이 쓰래기네 친구가 평생같이살 마누라를 모욕했으니,0
상어 진짜 좆같다 상어는 다 뒤졌으면,0
존나비싸네 어쩌네 투덜대도 결국 너도나도 사재끼죠? ㅋㅋ ,0
우좀 병신들은 대가리를 깨야해이런 새끼들이 정치질하는거보면 어디 금붕어새끼들 키보드치는 줄 알자너ㅋ,0
니가 늑대냐? 왜 울프(울부)짖어,0
저 ㄱㅅㄲ 난 길가다 만나면 즉각 ㄷㄱㄹㅇㄷㄹㅉㅇㅂㄹㄷㅈㅉㄹ,0
제발 부탁인데 외국여자랑 해..매력적인 스시녀가 있는데 왜 자꾸 한녀에 빠지냐. 한녀들이 스시남 좋아하는거 봤냐? 빨리 스시녀 대량 입국 허용해라..,0
광화문 일게이들 진지하노ㅋㅋㅋㅋ,0
지랄하네 그나마 유의미한 연구결과가 키랑 비례한다는건데 해외 조사에서 세계 각국에서 몇명 표본 모아서 진행하니까 한국은 13cm더만 평균,0
수능영어에서 문법강의 2개밖에 없는거 알지?그래서 대부분 구문독해 강의 많이 듣는데김기훈 천일문 인강 들은 애들은 병신이라서 그거 들었냐? ㅋㅋㅋEBS에서 그래머 존 종합편으로 강의한건 정말 좋지만메가시절에는 영문법 말고는 별로였다.오히려 독해는 김기훈  김우철  최원규 이 분들이 괜찮았지.,0
그리고 뼈 하나 더때리면 여론조사 별거 아니라고 우기는 틀많은데 이석기경기연합 어쩌고 그것도 여론조사 조작 결국 정당해산까지 간거임 선거는 민주주의꽃이라서 엄격함 닭이 여왕마인드 조선시대머리라 막한거지,0
아니 수천억 가져야 버는돈을 박가린 존못 bj 가 비슷하게범 ㅋㅋ 20프로 슈수료 떼기전 18억 ㅆㅂ 이해가 가냐? 나이도 존나 많은년인데 누가 쏘는거야?,0
기술쪽은 공부 안하는 줄 아나보네.. ㅉㅉ설마 기술 배우는거랑 단순 공장 조립  노가다랑 같다고 보는 건 아니지?,0
정말 쓰레기같은 동생이다,0
너 닉네임에서 불향기가 느껴진다  ㅇ ㅇ  특수용접이니 그거 고수익 이라면서 나도 ㅅㅂ 그런거 하는 사람 있으면 몇년 따까리 보조로 월 150만원 받아도 되니깐 좀 배우고싶다기사 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 한달에 천따리 이상 버는 것 같은데 대체 그런건 어디서 배울 수 있노?,0
ㅉㅉㅉㅉㅉㅉㅉ,0
와 시발난 작년에 30됫는데 좆소에서 나랑 1살위 새끼한테 20대초반 후임갈구는거 마냥 진짜 날 모자른새끼처럼 갈궈서 빡치고 퇴사하고 1년가까이 히키생활중인데 시발 니글보니까 진짜 생각할수록 좆같다빡대가리에 남눈치 존나보고 피해의식쩔고 나이는 똥꾸멍으로 보고 사람들은 첫인상부터 날 만만히보고 쉬펄..친구도 찐따밖에없도 모쏠아다 일게이라서 씹쫒같노 평생 이렇게 비참하게 살다 뒤지겟다이기,2
코다리찜부터 퇴출해라 시발 비린내에 씹으면 고무줄 씹는느낌 좆같다짜장밥 나오면 썩은만두에 고무줄잡채도 좆같고사골곰탕 나오면 깡통한개에 고기 2~3점 나오는 마법의 국물도 좆같고,0
댓글로 페미한테 동조하는새끼들 보이노 역겹네보겸을 왜 까겠냐,0
이거 아직도 당하는 븅신들이 있다는게 더신기,0
ㅈㄹ하노 ㅋㅋ 바로 눈앞에 모니터도 32인치인데 존나 작아보임,0
니에미 자궁 방사능 오염됐다는 말이있던데,0
ㅋㅋㅋㅋㅋㅋ여기서도 빨갱이김정은이라고 안한다고병신앜ㅋㅋㅋ 알고쪽팔려서이러는건지 이런말도 이해를못하는건지 구분안갈정도네,0
저때 간사람이 10명이다 치면 지금 다 성공했어 내가 어떻게 성공했나 한국공기안마시고 좌빨개새끼들안봐서스트레스안받고 개중공조선족이나몰상식한인간들테러안당해서 좋고이게 내 지론이다 ,0
ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아니 김씨도 그냥 컨셉이지 실제 산업역군이라고 생각하는 병신이 어딨냐일하러 갈때마다 인간 쓰레기 취급 받고 구석자리 아무대나  오줌싸고 함바집에서  거지같은 밥이나 먹고나서 햇볕잘드는곳에 앉아있으면  머리가 멍해지는게 매일 매일 일상인데,0
뭘 끼워맞쳐 ㅉ   티모테오   내가 처죽여냐 ?? 지가 처맞아죽었고 그게 기록상 팩트쟌아 그런데 뭘끼어맞쳐다는건지  시비걸지마라http://maria.catholic.or.kr/sa_ho/list/list.asp?menugubun=saint&today=&today_tmp=&ctxtCommand=&ctxtLogOn=&ctxtSexcode=&ctxtChukday=&ctxtGaladay=&Orggubun=101&ctxtHigh=&ctxtLow=&ctxtChecked=Checked&oldrow=&curpage=1&ctxtOrder=name1%2Cgaladaym%2Cgaladayd&ctxtOrderType=&ctxtSaintId=&ctxtSCode=&ctxtSearchNm=%EB%94%94%EB%AA%A8%ED%85%8C%EC%98%A4&ctxtChukmm=&ctxtChukdd=&ctxtPosition=&ctxtCity=&PSIZE=20,0
친일앞잡이매국당 놈들이지머.,0
근데 신기한게 쟤는 그냥 성괴에 이쁜거도 아니고 짱깨놈 대리고 사는게 산박하다고 생각해서 그런건가? 왜 티비에서 밀러주는 이유가 뭐임? 짤만 봐서 그런건가 이해가 안가노,2
으따 성님의 오줌이랑 똥도 전부 일제꺼랑께요?!? 성님 눈코입도 전부 일제꺼랑께요?!?,0
응 알겠으니까 꺼져,0
좌빨새끼들은 내로남불 우기는게 답인줄 아니까 인간 이하새끼들,0
저런건 떠벌여야지~~~,0
걱정마라 내 고추 튼튼해,0
ㄹㅇ 명령을 그렇게 칼같이 내야 공권력이 살고 아가리 닥치고있지노무현때 촛불들었으면 애새끼들 다 화형당했을듯,2
게이 몇살이노,2
네이버 =틀딱놀이터 다음 = 좀비놀이터 ,0
진짜 일본은 저렇게 이쁜데 중국은 씹창난 이유가 뭐냐?같은 동양인데..유럽은 각 나라들이 다 개성있고 멋있잔아한국도 외국인이 바라보기에 저렇게 아름다운 나라일까?,0
공산주의도 아니지 그냥 망상이지이상 (선동할때)다 같이 잘 먹고 잘 살자현실다 같이 평등하게 대가리 깨지자 (기득권 소수 제외)예) 중국  북한,0
네다음 동부산 틀딱,0
병신지잡대년 군대로꺼져,0
어디 회장이 걍재미삼아하겠지ㅅㅂ,0
병신새끼...,0
틀딱 들 이거보고 서냐?,0
니같은거 자살하면 ㄹㅇ 아무도동정안해줌 ㅋㅋㅋ,0
지랄  저거 수업 듣는 학생들  학부모 중에도 용접하는 사람들 있을텐데   대가리 나빠서 용접한다는 소리 들으면 참 기분좋겠다,0
부럽다 새꺄,0
리뷰 이천개 이상 달릴동안 4.8 유지해봤는데저런새끼들은 히스토리 들어가보면 어떤 가게든지 다 불만 투성이임다 버린데 개 병신같은 새끼 ㅋㅋㅋ병신 보존의 법칙이라 생각한다 물론 대응은 잘 해야지,0
?? 넌 어떻게 그런 머리로 5랩을 달성한거야,0
좆같은걸좆같다말도못함?,0
개드립이지? 댓글 1페이지에 오타라고 써놨는데 으휴,0
저정도 응디는 운동안해도 가능하다 시발 보정레깅스쳐입엇는데 저정도는 다 나와,0
그런 한남들이랑은 근본부터가 다름,0
짱개 스파이 새끼들 목을 쳐야됨,0
새차 준다고 하니까 저 ㅈㄹ 하지 ㅅㅂ세기,0
육덕 오타쿠 백마.jpg,0
